,time,reward_mean,reward_std
738,221985.150942564,-0.665,0.457
739,222289.5650756359,-0.945,0.098
740,222590.79036569595,-0.308,0.538
741,222892.40367150307,-0.785,0.375
742,223194.6200723648,-0.218,0.646
743,223495.5171482563,-0.235,0.53
744,223796.95763254166,-0.568,0.409
745,224100.46750974655,-0.522,0.628
746,224401.7723388672,-0.693,0.56
747,224704.20420384407,-0.59,1.032
748,225005.97949147224,-0.328,0.696
749,225308.22566580772,-0.715,0.762
750,225610.5786690712,-0.877,0.873
751,225914.8856356144,-0.488,0.44
752,226216.6637506485,-0.532,0.619
753,226518.57840371132,-0.515,0.672
754,226820.4484424591,-0.14,0.454
755,227122.31962752342,-0.925,0.408
756,227423.81094145775,-0.657,0.932
757,227728.04619932175,-0.835,0.773
758,228028.65897130966,-0.432,0.535
759,228330.24016737938,-0.767,0.476
760,228631.2621793747,-0.157,0.307
761,228932.35798716545,-1.073,1.506
762,229232.92960047722,-0.253,0.528
763,229538.38013482094,-0.29,0.556
764,229839.87920808792,-0.15,0.663
765,230140.5221376419,-0.365,0.967
766,230442.05996704102,-0.835,0.481
767,230743.6172964573,-0.085,0.483
768,231044.04357910156,-0.38,1.113
769,231347.95990228653,-0.667,0.666
770,231648.78260469437,-0.825,0.442
771,231949.57941389084,-0.973,0.085
772,232251.32822561264,-1.153,0.984
773,232552.47925305367,-0.713,1.019
774,232854.24242448807,-0.603,0.628
775,233159.4954175949,-0.855,0.562
776,233462.14429926872,-0.992,0.626
